ID,Name,Description,Contributor,Citation,Examples_Count
glossa5795,On the learnability of level-based and unit-based tonal OCP generalizations: An artificial grammar learning study,,"Chen, Tsung-Ying","Chen, Tsung-Ying. 2022. On the learnability of level-based and unit-based tonal OCP generalizations: An artificial grammar learning study. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5798,"Predicting verbal mood in complement clauses: the role of the distributive patterns, the tense and the grammatical aspect of the matrix verb",,"Grisot, Cristina and Blochowiak, Joanna and Puskás, Genoveva","Grisot, Cristina and Blochowiak, Joanna and Puskás, Genoveva. 2022. Predicting verbal mood in complement clauses: the role of the distributive patterns, the tense and the grammatical aspect of the matrix verb. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",2
glossa5799,"Reflexivity, reciprocality and collectivity in Jordanian Arabic",,"Al-Raba’a, Basem Ibrahim Malawi and Kitagawa, Yoshihisa","Al-Raba’a, Basem Ibrahim Malawi and Kitagawa, Yoshihisa. 2022. Reflexivity, reciprocality and collectivity in Jordanian Arabic. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",91
glossa5800,Bilinguals have a single computational system but two compartmentalized phonological grammars: Evidence from code-switching,,"Gosselin, Leah","Gosselin, Leah. 2022. Bilinguals have a single computational system but two compartmentalized phonological grammars: Evidence from code-switching. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",17
glossa5801,Contrast preservation in Mandarin r-suffixation: A comparative study of Beijing and Liaoning dialects,,"Fu, Boer","Fu, Boer. 2022. Contrast preservation in Mandarin r-suffixation: A comparative study of Beijing and Liaoning dialects. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5802,"If they must, they will: children overcommit to likeliness inferences from deontic modals",,"Cournane, Ailís and Veselinoviæ, Dunja","Cournane, Ailís and Veselinoviæ, Dunja. 2022. If they must, they will: children overcommit to likeliness inferences from deontic modals. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",18
glossa5803,On word order and non-conservative percentage quantification in Slavic and German,,"Gehrke, Berit and Wągiel, Marcin","Gehrke, Berit and Wągiel, Marcin. 2022. On word order and non-conservative percentage quantification in Slavic and German. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",54
glossa5804,Revisiting the configurationality issue in Old Icelandic,,"Booth, Hannah","Booth, Hannah. 2021. Revisiting the configurationality issue in Old Icelandic. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",80
glossa5807,Expletiveness in grammar and beyond,,"Tsiakmakis, Evripidis and Espinal, M. Teresa","Tsiakmakis, Evripidis and Espinal, M. Teresa. 2022. Expletiveness in grammar and beyond. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",36
glossa5809,Lowest theme vowels or highest roots? An ‘unaccusative’ theme-vowel class in Slovenian,,"Simonović, Marko and Mišmaš, Petra","Simonović, Marko and Mišmaš, Petra. 2022. Lowest theme vowels or highest roots? An ‘unaccusative’ theme-vowel class in Slovenian. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",62
glossa5810,Nuclear accent placement in broad focus intransitives in native and non-native English: an investigation of syntactic and pragmatic factors,,"Landblom, Stephanie and Ionin, Tania","Landblom, Stephanie and Ionin, Tania. 2022. Nuclear accent placement in broad focus intransitives in native and non-native English: an investigation of syntactic and pragmatic factors. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",4
glossa5811,Same: Structural sources of anaphora and relativization,,"Hanink, Emily A.","Hanink, Emily A. 2021. Same: Structural sources of anaphora and relativization. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",24
glossa5812,(In)felicitous use of subjects in Greek and Spanish in monolingual and contact settings,,"Giannakou, Aretousa and Sitaridou, Ioanna","Giannakou, Aretousa and Sitaridou, Ioanna. 2022. (In)felicitous use of subjects in Greek and Spanish in monolingual and contact settings. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",2
glossa5813,(Non-)effects of linguistic environment on early stable consonant production: A cross cultural case study,,"Peute, Bram and Casillas, Marisa","Peute, Bram and Casillas, Marisa. 2022. (Non-)effects of linguistic environment on early stable consonant production: A cross cultural case study. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5814,Not all diatheses are created equal: Evidence from semantic drifts,,"Brandel, Noa","Brandel, Noa. 2021. Not all diatheses are created equal: Evidence from semantic drifts. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",64
glossa5816,Children’s comprehension of NP embedding,,"Hall, Erin and Pérez-Leroux, Ana T.","Hall, Erin and Pérez-Leroux, Ana T. 2022. Children’s comprehension of NP embedding. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",5
glossa5819,Nominalization in Persian: Evidence for low negation,,"Kahnemuyipour, Arsalan","Kahnemuyipour, Arsalan. 2022. Nominalization in Persian: Evidence for low negation. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",51
glossa5820,A phonological solution to allomorphy in Georgian nominal inflection,,"Fortuna, Marcin","Fortuna, Marcin. 2022. A phonological solution to allomorphy in Georgian nominal inflection. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",4
glossa5821,The distribution of SE-reflexives in Dutch,,"Broekhuis, Hans","Broekhuis, Hans. 2022. The distribution of SE-reflexives in Dutch. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",124
glossa5822,Two representations of case: Evidence from numerals and relatives,,"Grabovac, Anna","Grabovac, Anna. 2022. Two representations of case: Evidence from numerals and relatives. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",30
glossa5823,Predicting ineffability: Grammatical gender and noun pluralization in Icelandic,,"Björnsdóttir, Sigríður Mjöll","Björnsdóttir, Sigríður Mjöll. 2023. Predicting ineffability: Grammatical gender and noun pluralization in Icelandic. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",17
glossa5825,Interface Legibility and Nominal Classification: A Nanosyntactic Account of Kipsigis Singulatives,,"Blix, Hagen","Blix, Hagen. 2022. Interface Legibility and Nominal Classification: A Nanosyntactic Account of Kipsigis Singulatives. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",23
glossa5826,Explaining variance in writers’ use of demonstratives: A corpus study demonstrating the importance of discourse genre,,"Maes, Alfons and Krahmer, Emiel and Peeters, David","Maes, Alfons and Krahmer, Emiel and Peeters, David. 2022. Explaining variance in writers’ use of demonstratives: A corpus study demonstrating the importance of discourse genre. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5827,The at-issue status of ideophones in German: An experimental approach,,"Barnes, Kathryn and Ebert, Cornelia and Hörnig, Robin and Stender, Theresa","Barnes, Kathryn and Ebert, Cornelia and Hörnig, Robin and Stender, Theresa. 2022. The at-issue status of ideophones in German: An experimental approach. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",24
glossa5829,Lexical overlap in young sign languages from Guatemala,,"Horton, Laura","Horton, Laura. 2022. Lexical overlap in young sign languages from Guatemala. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5830,Past participle agreement in French and Italian: A two-Agree analysis,,"Kobayashi, Akiko","Kobayashi, Akiko. 2022. Past participle agreement in French and Italian: A two-Agree analysis. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",62
glossa5836,Timelines and Temporal Pointing in Chinese Sign Language,,"Lin, Hao and Kuhn, Jeremy and Sheng, Huan and Schlenker, Philippe","Lin, Hao and Kuhn, Jeremy and Sheng, Huan and Schlenker, Philippe. 2021. Timelines and Temporal Pointing in Chinese Sign Language. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5839,Frequency and morphological complexity in variation,,"Purse, Ruaridh and Fruehwald, Josef and Tamminga, Meredith","Purse, Ruaridh and Fruehwald, Josef and Tamminga, Meredith. 2022. Frequency and morphological complexity in variation. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5844,Perceptual factors license vocalic contrasts in Chamorro,,"Bibbs, Richard Lee","Bibbs, Richard Lee. 2022. Perceptual factors license vocalic contrasts in Chamorro. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",5
glossa5845,Phrase-level and edge marking in Drehu,,"Torres, Catalina and Fletcher, Janet","Torres, Catalina and Fletcher, Janet. 2022. Phrase-level and edge marking in Drehu. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",4
glossa5847,Certainly but not certain: The expression of subjective and objective probability,,"Yatsushiro, Kazuko and Trinh, Tue and Żygis, Marzena and Solt, Stephanie and Benz, Anton and Krifka, Manfred","Yatsushiro, Kazuko and Trinh, Tue and Żygis, Marzena and Solt, Stephanie and Benz, Anton and Krifka, Manfred. 2022. Certainly but not certain: The expression of subjective and objective probability. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5849,Timing-driven derivation of a NOM/ACC agreement pattern,,"Pietraszko, Asia","Pietraszko, Asia. 2023. Timing-driven derivation of a NOM/ACC agreement pattern. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",78
glossa5850,High aspect in the English be going to construction: Syntactic evidence,,"Duncan, Daniel","Duncan, Daniel. 2022. High aspect in the English be going to construction: Syntactic evidence. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5852,Deverbal and deadjectival nominalization in Dan: Not as different as one might think. A reply to Baker & Gondo (2020),,"Vydrin, Valentin","Vydrin, Valentin. 2021. Deverbal and deadjectival nominalization in Dan: Not as different as one might think. A reply to Baker & Gondo (2020). Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",55
glossa5855,"Different number, different gender: Comparing Romanian and Guébie",,"Kramer, Ruth and Sande, Hannah","Kramer, Ruth and Sande, Hannah. 2023. Different number, different gender: Comparing Romanian and Guébie. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",45
glossa5856,A MaxEnt learner for super-additive counting cumulativity,,"Kim, Seoyoung","Kim, Seoyoung. 2022. A MaxEnt learner for super-additive counting cumulativity. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5857,The island/non-island distinction in long-distance extraction: Evidence from L2 acceptability,,"Kim, Boyoung and Goodall, Grant","Kim, Boyoung and Goodall, Grant. 2022. The island/non-island distinction in long-distance extraction: Evidence from L2 acceptability. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",7
glossa5858,Syntax/Semantics discrepancy in the grammaticalization of resultatives: Evidence from Karimata-Miyako Ryukyuan,,"Kinuhata, Tomohide","Kinuhata, Tomohide. 2022. Syntax/Semantics discrepancy in the grammaticalization of resultatives: Evidence from Karimata-Miyako Ryukyuan. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",63
glossa5859,OCP effects and the representation of affricates in Basque,,"Dunin-Borkowski, Jakub","Dunin-Borkowski, Jakub. 2022. OCP effects and the representation of affricates in Basque. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",1
glossa5862,On the source of proportionality in nominal measurement: evidence from Greek,,"Spathas, Giorgos and Alexiadou, Artemis","Spathas, Giorgos and Alexiadou, Artemis. 2023. On the source of proportionality in nominal measurement: evidence from Greek. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",58
